query_id,filter_expr,chosen_strategy,chosen_index,actual_recall,latency_ms,fallback
q_05297,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.938,0.21,否
q_05298,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.929,0.87,否
q_05299,department = 'R&D',root search,root,0.934,0.94,否
q_05300,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.957,1.24,否
q_05301,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.974,0.72,否
q_05302,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.995,5.31,是
q_05303,department = 'R&D',covering search,attr = age,0.959,1.31,否
q_05304,city = 'Beijing',root search,root,0.973,0.31,否
q_05305,city = 'Beijing',covering search,attr = country,0.976,0.78,否
q_05306,"age ∈ [20,60] AND gender = 'M'",root search,root,0.976,0.76,否
q_05307,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.929,1.19,否
q_05308,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.996,3.16,是
q_05309,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.968,0.6,否
q_05310,"age ∈ [20,60] AND country = 'US'",root search,root,0.93,0.49,否
q_05311,city = 'Beijing',root search,root,0.949,1.0,否
q_05312,"age ∈ [20,60] AND gender = 'M'",upward search,attr = D → root,0.923,0.84,否
q_05313,city = 'Beijing',root search,root,0.924,1.49,否
q_05314,city = 'Beijing',root search,root,0.945,1.18,否
q_05315,city = 'Beijing',upward search,attr = D → root,0.929,0.63,否
q_05316,department = 'R&D',covering search,attr = country,0.956,0.29,否
q_05317,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.932,0.8,否
q_05318,"age ∈ [20,60] AND country = 'US'",root search,root,0.931,0.58,否
q_05319,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.988,3.15,是
q_05320,department = 'R&D',covering search,attr = income,0.95,0.23,否
q_05321,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.972,1.21,否
q_05322,"age ∈ [20,60] AND gender = 'M'",root search,root,0.975,1.35,否
q_05323,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.939,1.21,否
q_05324,department = 'R&D',covering search,attr = income,0.958,1.47,否
q_05325,department = 'R&D',covering search,attr = income,0.925,1.1,否
q_05326,city = 'Beijing',brute-force fallback,N/A,0.99,4.37,是
q_05327,"age ∈ [20,60] AND attr = 'D'",root search,root,0.943,1.46,否
q_05328,department = 'R&D',root search,root,0.924,1.23,否
q_05329,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.953,0.3,否
q_05330,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.974,0.79,否
q_05331,department = 'R&D',root search,root,0.957,1.07,否
q_05332,"age ∈ [20,60] AND country = 'US'",root search,root,0.927,0.72,否
q_05333,department = 'R&D',covering search,attr = income,0.92,0.57,否
q_05334,department = 'R&D',covering search,attr = age,0.963,0.61,否
q_05335,rare_tag = 'X' AND attr = 'Z',root search,root,0.937,0.22,否
q_05336,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.931,1.25,否
q_05337,city = 'Beijing',root search,root,0.955,0.71,否
q_05338,"age ∈ [20,60] AND country = 'US'",root search,root,0.964,0.51,否
q_05339,department = 'R&D',root search,root,0.953,0.72,否
q_05340,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.997,4.97,是
q_05341,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.921,0.71,否
q_05342,"age ∈ [20,60] AND country = 'US'",root search,root,0.94,1.46,否
q_05343,"age ∈ [20,60] AND country = 'US'",root search,root,0.946,0.98,否
q_05344,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.941,0.74,否
q_05345,city = 'Beijing',root search,root,0.956,0.81,否
q_05346,"age ∈ [20,60] AND gender = 'M'",root search,root,0.95,0.86,否
q_05347,department = 'R&D',root search,root,0.97,0.83,否
q_05348,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.949,1.46,否
q_05349,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.963,0.98,否
q_05350,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.969,1.02,否
q_05351,department = 'R&D',brute-force fallback,N/A,0.945,2.37,是
q_05352,city = 'Beijing',covering search,attr = income,0.943,0.33,否
q_05353,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.954,0.65,否
q_05354,city = 'Beijing',upward search,attr = D → root,0.959,0.34,否
q_05355,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.98,1.24,否
q_05356,city = 'Beijing',covering search,attr = age,0.921,0.49,否
q_05357,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.949,1.44,否
q_05358,"age ∈ [20,60] AND attr = 'D'",root search,root,0.938,1.14,否
q_05359,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.99,4.72,是
q_05360,city = 'Beijing',covering search,attr = country,0.974,0.3,否
q_05361,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.965,1.27,否
q_05362,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.955,0.75,否
q_05363,department = 'R&D',upward search,attr = B → root,0.98,0.37,否
q_05364,city = 'Beijing',root search,root,0.94,1.19,否
q_05365,"age ∈ [20,60] AND gender = 'M'",root search,root,0.942,1.47,否
q_05366,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.924,0.9,否
q_05367,"age ∈ [20,60] AND attr = 'D'",root search,root,0.949,0.92,否
q_05368,city = 'Beijing',covering search,attr = income,0.951,0.26,否
q_05369,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.957,2.17,是
q_05370,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.97,0.68,否
q_05371,rare_tag = 'X' AND attr = 'Z',root search,root,0.973,0.31,否
q_05372,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.957,0.96,否
q_05373,city = 'Beijing',root search,root,0.955,0.97,否
q_05374,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.986,2.95,是
q_05375,"age ∈ [20,60] AND attr = 'D'",root search,root,0.928,0.99,否
q_05376,"age ∈ [20,60] AND country = 'US'",root search,root,0.932,1.43,否
q_05377,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.962,0.68,否
q_05378,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.978,0.25,否
q_05379,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.923,1.32,否
q_05380,department = 'R&D',covering search,attr = income,0.976,1.06,否
q_05381,"age ∈ [20,60] AND attr = 'D'",root search,root,0.979,0.97,否
q_05382,"age ∈ [20,60] AND attr = 'D'",root search,root,0.937,0.92,否
q_05383,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.976,0.49,否
q_05384,rare_tag = 'X' AND attr = 'Z',root search,root,0.921,0.93,否
q_05385,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.941,0.66,否
q_05386,department = 'R&D',root search,root,0.971,1.19,否
q_05387,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.929,0.42,否
q_05388,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.927,1.0,否
q_05389,"age ∈ [20,60] AND country = 'US'",root search,root,0.944,0.22,否
q_05390,"income ∈ [50k, 100k] AND hobby = 'Music'",brute-force fallback,N/A,0.937,3.68,是
q_05391,rare_tag = 'X' AND attr = 'Z',root search,root,0.945,0.78,否
q_05392,department = 'R&D',root search,root,0.958,1.19,否
q_05393,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.928,0.66,否
q_05394,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.965,2.11,是
q_05395,city = 'Beijing',root search,root,0.961,0.29,否
q_05396,"age ∈ [20,60] AND country = 'US'",root search,root,0.958,0.32,否
q_05397,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.945,0.65,否
q_05398,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.928,0.53,否
q_05399,city = 'Beijing',root search,root,0.955,0.6,否
q_05400,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.943,0.54,否
q_05401,city = 'Beijing',upward search,attr = D → root,0.961,0.62,否
q_05402,"income ∈ [50k, 100k] AND hobby = 'Music'",brute-force fallback,N/A,0.97,3.28,是
q_05403,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.925,1.04,否
q_05404,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.944,1.45,否
q_05405,department = 'R&D',brute-force fallback,N/A,0.98,4.32,是
q_05406,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.953,0.45,否
q_05407,rare_tag = 'X' AND attr = 'Z',root search,root,0.95,1.02,否
q_05408,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.977,0.69,否
q_05409,department = 'R&D',covering search,attr = age,0.978,1.49,否
q_05410,department = 'R&D',covering search,attr = income,0.968,0.32,否
q_05411,department = 'R&D',root search,root,0.92,1.04,否
q_05412,city = 'Beijing',covering search,attr = age,0.956,0.76,否
q_05413,city = 'Beijing',root search,root,0.971,0.39,否
q_05414,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.933,1.09,否
q_05415,department = 'R&D',root search,root,0.944,0.54,否
q_05416,rare_tag = 'X' AND attr = 'Z',root search,root,0.975,0.62,否
q_05417,department = 'R&D',upward search,attr = B → root,0.976,1.36,否
q_05418,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.959,0.54,否
q_05419,city = 'Beijing',covering search,attr = country,0.976,0.41,否
q_05420,department = 'R&D',covering search,attr = income,0.959,0.26,否
q_05421,city = 'Beijing',root search,root,0.921,0.32,否
q_05422,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.945,0.45,否
q_05423,city = 'Beijing',upward search,attr = B → root,0.938,0.48,否
q_05424,"age ∈ [20,60] AND country = 'US'",root search,root,0.924,0.97,否
q_05425,rare_tag = 'X' AND attr = 'Z',root search,root,0.921,1.07,否
q_05426,"age ∈ [20,60] AND attr = 'D'",root search,root,0.972,0.63,否
q_05427,"age ∈ [20,60] AND attr = 'D'",root search,root,0.928,0.71,否
q_05428,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.946,1.1,否
q_05429,city = 'Beijing',covering search,attr = country,0.978,0.36,否
q_05430,department = 'R&D',root search,root,0.944,0.57,否
q_05431,"age ∈ [20,60] AND country = 'US'",root search,root,0.929,1.21,否
q_05432,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.967,1.39,否
q_05433,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.933,1.42,否
q_05434,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.962,0.24,否
q_05435,"age ∈ [20,60] AND attr = 'D'",root search,root,0.964,0.24,否
q_05436,"age ∈ [20,60] AND gender = 'M'",upward search,attr = D → root,0.954,0.27,否
q_05437,"age ∈ [20,60] AND gender = 'M'",root search,root,0.94,0.61,否
q_05438,department = 'R&D',covering search,attr = income,0.928,0.57,否
q_05439,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.948,1.12,否
q_05440,city = 'Beijing',covering search,attr = income,0.936,1.08,否
q_05441,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.95,0.76,否
q_05442,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.976,1.29,否
q_05443,city = 'Beijing',covering search,attr = age,0.971,0.52,否
q_05444,department = 'R&D',root search,root,0.951,1.48,否
q_05445,department = 'R&D',covering search,attr = income,0.973,1.23,否
q_05446,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.935,4.29,是
q_05447,rare_tag = 'X' AND attr = 'Z',root search,root,0.949,0.96,否
q_05448,city = 'Beijing',root search,root,0.979,1.11,否
q_05449,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.954,0.9,否
q_05450,rare_tag = 'X' AND attr = 'Z',root search,root,0.967,0.53,否
q_05451,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.922,1.16,否
q_05452,department = 'R&D',upward search,attr = B → root,0.921,0.57,否
q_05453,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.929,0.74,否
q_05454,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.928,1.17,否
q_05455,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.992,2.41,是
q_05456,"age ∈ [20,60] AND country = 'US'",root search,root,0.953,1.12,否
q_05457,department = 'R&D',upward search,attr = D → root,0.96,1.38,否
q_05458,"age ∈ [20,60] AND attr = 'D'",root search,root,0.954,0.64,否
q_05459,"age ∈ [20,60] AND gender = 'M'",root search,root,0.962,0.44,否
q_05460,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.979,1.34,否
q_05461,city = 'Beijing',root search,root,0.969,1.46,否
q_05462,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.938,1.27,否
q_05463,city = 'Beijing',brute-force fallback,N/A,0.954,4.86,是
q_05464,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.924,0.87,否
q_05465,city = 'Beijing',covering search,attr = age,0.932,0.88,否
q_05466,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.94,0.91,否
q_05467,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.951,0.7,否
q_05468,"age ∈ [20,60] AND country = 'US'",root search,root,0.932,1.14,否
q_05469,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.938,1.17,否
q_05470,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.943,1.18,否
q_05471,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.961,1.01,否
q_05472,department = 'R&D',covering search,attr = income,0.932,1.08,否
q_05473,"age ∈ [20,60] AND gender = 'M'",root search,root,0.971,1.32,否
q_05474,city = 'Beijing',covering search,attr = income,0.968,0.27,否
q_05475,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.945,0.7,否
q_05476,"age ∈ [20,60] AND gender = 'M'",root search,root,0.945,0.66,否
q_05477,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.961,0.73,否
q_05478,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.96,0.88,否
q_05479,"age ∈ [20,60] AND attr = 'D'",root search,root,0.965,0.67,否
q_05480,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.935,0.76,否
q_05481,"age ∈ [20,60] AND gender = 'M'",root search,root,0.943,0.78,否
q_05482,department = 'R&D',covering search,attr = income,0.969,1.31,否
q_05483,"age ∈ [20,60] AND gender = 'M'",root search,root,0.941,0.74,否
q_05484,"age ∈ [20,60] AND attr = 'D'",root search,root,0.926,0.43,否
q_05485,"age ∈ [20,60] AND attr = 'D'",root search,root,0.936,1.2,否
q_05486,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.92,1.24,否
q_05487,city = 'Beijing',upward search,attr = B → root,0.975,1.5,否
q_05488,department = 'R&D',root search,root,0.934,0.61,否
q_05489,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.924,0.23,否
q_05490,city = 'Beijing',root search,root,0.923,1.01,否
q_05491,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.975,0.87,否
q_05492,city = 'Beijing',root search,root,0.923,1.1,否
q_05493,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.922,0.99,否
q_05494,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.933,1.07,否
q_05495,department = 'R&D',root search,root,0.946,0.29,否
q_05496,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.972,1.4,否
q_05497,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.97,0.64,否
q_05498,"age ∈ [20,60] AND attr = 'D'",root search,root,0.927,0.67,否
q_05499,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.938,1.39,否
q_05500,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.965,0.84,否
q_05501,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.97,3.99,是
q_05502,city = 'Beijing',covering search,attr = country,0.935,0.22,否
q_05503,department = 'R&D',root search,root,0.958,0.91,否
q_05504,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.92,1.13,否
q_05505,city = 'Beijing',root search,root,0.959,1.25,否
q_05506,city = 'Beijing',root search,root,0.978,0.66,否
q_05507,department = 'R&D',covering search,attr = age,0.94,0.56,否
q_05508,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.931,0.61,否
q_05509,"age ∈ [20,60] AND gender = 'M'",root search,root,0.954,0.77,否
q_05510,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.946,0.67,否
q_05511,"age ∈ [20,60] AND gender = 'M'",root search,root,0.959,0.29,否
q_05512,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.98,1.09,否
q_05513,city = 'Beijing',covering search,attr = age,0.95,1.18,否
q_05514,rare_tag = 'X' AND attr = 'Z',root search,root,0.939,1.03,否
q_05515,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.926,0.75,否
q_05516,department = 'R&D',root search,root,0.933,1.46,否
q_05517,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.942,0.91,否
q_05518,department = 'R&D',covering search,attr = income,0.93,0.75,否
q_05519,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.926,1.48,否
q_05520,"age ∈ [20,60] AND gender = 'M'",root search,root,0.943,0.44,否
q_05521,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.975,0.31,否
q_05522,department = 'R&D',root search,root,0.952,1.36,否
q_05523,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.938,0.39,否
q_05524,"age ∈ [20,60] AND attr = 'D'",root search,root,0.969,0.93,否
q_05525,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.97,1.41,否
q_05526,city = 'Beijing',brute-force fallback,N/A,0.939,4.9,是
q_05527,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.927,1.01,否
q_05528,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.998,5.54,是
q_05529,"age ∈ [20,60] AND country = 'US'",root search,root,0.97,0.27,否
q_05530,department = 'R&D',covering search,attr = income,0.939,0.55,否
q_05531,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.923,1.36,否
q_05532,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.979,0.96,否
q_05533,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.967,0.75,否
q_05534,city = 'Beijing',root search,root,0.956,0.3,否
